task_name,id,definition,inputs,targets
task1346_glue_cola_grammatical_correctness_classification,task1346-4a393f135fdb4f65a84e1f02190837ad,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","The more people that you give beer to, the more people that get sick.",1
task089_swap_words_verification,task089-2ba83c4e6734488490135448c1dabf98,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A beautiful young lady in a skirt short holding a tennis ball and holding a tennis racquet,"(7, 8)"
task089_swap_words_verification,task089-1a0b022ecdab476e8e877c2da0c7f58d,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A model train set is shown with a fake large tree,"(9, 10)"
task089_swap_words_verification,task089-6d36e7fc6e3a4b0394a1eb60e8cda4b6,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",a plate bunch with of diffent foods mixed together,"(3, 4)"
task089_swap_words_verification,task089-2af2608de54e4c74973c776267034d8f,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A woman her watching computer screen in a dark room,"(3, 4)"
task089_swap_words_verification,task089-c58877081282438a8a63a6e64326b94b,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",a street sign a above highway with buildings in the background,"(4, 5)"
task089_swap_words_verification,task089-5c954b5a8c90420ea4216dc5c3cf6082,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A monochrome room a with fireplace and living area,"(4, 5)"
task089_swap_words_verification,task089-f9aeb988ab5049f79492903cdd270ace,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Box of a dozen with doughnuts various color glazes,"(5, 6)"
task089_swap_words_verification,task089-d65c0642265f425da7e886c123d7b5ad,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A large knife a slicing cake covered in coconut,"(4, 5)"
task955_wiki_auto_style_transfer,task955-585625e103b140218715486454a44c8b,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","Engineers design materials , structures , machines and systems while considering the limitations imposed by practicality , safety and cost .","Engineers , as practitioners of engineering , are professionals who invent , design , analyze , build , and test machines , systems , structures and materials to fulfill objectives and requirements while considering the limitations imposed by practicality , regulation , safety , and cost ."
task089_swap_words_verification,task089-6b325aee327b48f7b292b8813da05fce,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",An adult zebra and a baby stand zebra in foliage,"(7, 8)"
task109_smsspamcollection_spamsmsdetection,task109-7700a1dd7dd14544bc8f93bc18146221,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
task089_swap_words_verification,task089-727c9adf779c46ee827ab770fe4d90f0,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A person a holding case with large gold scissors inside,"(3, 4)"
task089_swap_words_verification,task089-f127cdb200f64bf69008a8183a8c1d23,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A boy leaps high into air the playing a game with a friend,"(6, 7)"
task089_swap_words_verification,task089-7adf03a11a4d411584ae676712341f1c,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A motorcycle parked on the side of a road with care miniature behind it,"(11, 12)"
task089_swap_words_verification,task089-769a144a0b28418fb05f10951b6c40aa,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Giraffes laying down a field grass of next to a bush,"(6, 7)"
task955_wiki_auto_style_transfer,task955-13e81dcce443491f80ce93cc98994181,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","Virginia Wynette Pugh ( usually known as Tammy Wynette , May 5 , 1942 – April 6 , 1998 ) , was an American country music singer .","Tammy Wynette ( ; born Virginia Wynette Pugh ; May 5 , 1942 – April 6 , 1998 ) , was an American country music singer-songwriter and one of country music 's best-known artists and biggest-selling female singers ."
task1346_glue_cola_grammatical_correctness_classification,task1346-afef8d1f8a524205bb8e8017392614d6,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",John not leave.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-3e0a6f952eaa4f93b001f5582a157f76,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The man's standing over there hat impressed me greatly.,0
task1346_glue_cola_grammatical_correctness_classification,task1346-9a82a7db945641b5a654c773c13e644b,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",It is this hat that it is certain that he was wearing.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-cf92c17ffe22465dad07c629b9e41c08,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Carla shoveled the snow from near the bushes.,1
task955_wiki_auto_style_transfer,task955-ba448bfc936d46fcb56ffee5c6c90c08,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","By the 1891 conference , many people wanted a federal system .","By the 1891 conference , significant momentum had been built for the federalist cause , and discussion turned to the proper system of government for a federal state ."
task089_swap_words_verification,task089-145fb3d587ce4a748fa2cccfb4194c95,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",are Motorcycles lined up on the sides of a street,"(1, 2)"
task1346_glue_cola_grammatical_correctness_classification,task1346-221d3953a74149158e65124d2da6d4e9,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","Any senator seems to become more corrupt, as he talks to more lobbyists.",1
task1346_glue_cola_grammatical_correctness_classification,task1346-5b6279273df74a2bbadc15a42e0bb9a7,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","You get angrier, the more we eat, don't you.",1
task089_swap_words_verification,task089-4321a6c372c34394ae30556420728ec6,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Grape tomatoes apples and onion an are on a table,"(5, 6)"
task089_swap_words_verification,task089-420392f58d4049eb98f682b1c86523e3,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A man riding a motorcycle the down street holding a dog,"(6, 7)"
task089_swap_words_verification,task089-a859cf15f3be4b03ba6d1f1f6f9893b5,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",man A standing next to a pile of luggage,"(1, 2)"
task1346_glue_cola_grammatical_correctness_classification,task1346-3b797e3127884698882f309b991ec84b,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The king of Rock and Roll is more popular than the one of country music.,0
task1346_glue_cola_grammatical_correctness_classification,task1346-b83c17e9a6b1429890d22d3034898ba1,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",I didn't give Jack this picture of anybody.,0
task089_swap_words_verification,task089-3653718c72c640a59c541b13ca6c00cd,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",a bunch of baked goods in plastic a shelf,"(7, 8)"
task1346_glue_cola_grammatical_correctness_classification,task1346-0872544f58054491908c6cad720b2c95,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",John suddenly got the bus off.,0
task955_wiki_auto_style_transfer,task955-4bd3e903926c4654a3dab1d371112d12,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","The Western Dakota are also called the Yankton or Yanktonai , and are located in the Missouri River area .","The Western Dakota are the Yankton , and the Yanktonai ( "" Iha ́ ŋkth ̌ uŋwaŋ "" and "" Iha ́ ŋkth ̌ uŋwaŋna "" ; "" Village-at-the-end "" and "" Little village-at-the-end "" ) , who reside in the Upper Missouri River area ."
task1346_glue_cola_grammatical_correctness_classification,task1346-89fdf34440764c22a50cec538802d212,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The song sang.,0
task955_wiki_auto_style_transfer,task955-cf0f745555e44ab097e76d2358c6cf0a,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","A flying clothesline is where a wrestler runs towards their opponent , leaps into the air and hits a clothesline .","Also known as a jumping clothesline or a flying clothesline , this move involves the attacking wrestler running towards an opponent , then leaping into the air before connecting with a clothesline ."
task089_swap_words_verification,task089-cf4b36cc27e946a4a28e6c8a0fda7718,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A policeman getting holes donut off of a tray that someone is holding,"(4, 5)"
task089_swap_words_verification,task089-174ae27a683b477281f33aab200da3a9,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A skier down skiing a slop of white snow,"(3, 4)"
task089_swap_words_verification,task089-eed0c38bc41540009ba78d72db8ad250,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A large dog sitting in front a of flat screen TV,"(7, 8)"
task089_swap_words_verification,task089-72059f40fd964a188dd985099e7dc019,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A group of people riding on the backs horses of,"(9, 10)"
task1346_glue_cola_grammatical_correctness_classification,task1346-3d4a85dfcab848359b1f0cae854b9135,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Nora sent books to children.,1
task585_preposition_classification,task585-baf05621976349f89d4d5fce181f6000,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: photograph 
 Word2: wife",of
task109_smsspamcollection_spamsmsdetection,task109-7cdd5fb86e4548e8a4ef1f0ab067a2f6,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,spam
task089_swap_words_verification,task089-59cfa6e9eecd4fcda79b97d472b41052,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Assorted pizzas baked and dishes cooking in an oven,"(3, 4)"
task109_smsspamcollection_spamsmsdetection,task109-4e4a880137fa47788387fd1d6475447e,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",I am sorry it hurt you.,ham
task089_swap_words_verification,task089-7e797fbd90b4436991206caa23dfbacd,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",The boy is doing in huge on jump his skateboard,"(7, 8)"
task089_swap_words_verification,task089-34f10712949c4554811b9757f60cb208,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A with room wooden flooring and a brick fireplace,"(2, 3)"
task109_smsspamcollection_spamsmsdetection,task109-88a3545ce6284378b5260980ef596f60,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",Check audrey's status right now,ham
task955_wiki_auto_style_transfer,task955-89ad4f9d69f742f5934d534271af904a,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",The GLA is different from the Corporation of the City of London with its largely ceremonial Lord Mayor .,"The GLA is different from the Corporation of the City of London with its largely ceremonial Lord Mayors , which controls only the Square Mile of the City , London 's chief financial centre ."
task1346_glue_cola_grammatical_correctness_classification,task1346-cb23cc805d38409f9f3b6d2f83ce32ff,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","When it rains harder, how much faster a flow appears in the river?",1
task089_swap_words_verification,task089-6de82e8ecd184d52990747a0125c3edc,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A man standing next to a framed picture taking a bite of out a giant bagel,"(12, 13)"
task955_wiki_auto_style_transfer,task955-e67fac0982ac4c3bb6824d3cc91d49ab,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","A cue stick ( or simply cue ) , is a kind of stick used for sports like pool , snooker and carom billiards .","A cue stick ( or simply cue , more specifically billiards cue , pool cue , or snooker cue ) , is an item of sporting equipment essential to the games of pool , snooker and carom billiards ."
task109_smsspamcollection_spamsmsdetection,task109-0d577dcd69dd4c9883e49d6ac7a77d57,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",Same. Wana plan a trip sometme then,ham
task1346_glue_cola_grammatical_correctness_classification,task1346-623fb768f58b4baea2c5ad534e3a27d6,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Brown equipped a camera at Jones.,0
task1346_glue_cola_grammatical_correctness_classification,task1346-9a3b4f8388f5481a95b85279d0a62a85,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","We had hoped to get three new equipments every month, but we only had enough money to get an equipment every two weeks.",0
task089_swap_words_verification,task089-417b921065a846e2a1c7bea4fa162469,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A kitchen with an on appliance a small table in the middle,"(5, 6)"
task089_swap_words_verification,task089-5ec2c63f88cc49dfb714ed85d8532e8b,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Man driving a with motorcycle a woman passenger,"(4, 5)"
task1346_glue_cola_grammatical_correctness_classification,task1346-92551541e1f54949aad905986d31f6e5,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Few writers and any playwrights meet in Vienna.,0
task1346_glue_cola_grammatical_correctness_classification,task1346-2a62601d7ca4427e99b497366d07a4a8,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The ship's sinking was very devious.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-6c6c851d73d3466980cdb4da0cf9a3e8,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",I've never seen the taller man than my father.,0
task1346_glue_cola_grammatical_correctness_classification,task1346-50962f945eff446788b88aa1abf92e4b,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Am not I going?,0
task1346_glue_cola_grammatical_correctness_classification,task1346-1bb3b4c4b81e421a84eec8274360f93b,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","With their teacher, the kids have arrived safely, haven't they?",1
task585_preposition_classification,task585-04aacb90f4df471c91ade5dd923b52d1,"In this task, you're given an input that contains two words, and your task is to predict the correct preposition that connects these two words. Predict the preposition that explicitly conveys both words' meaning, e.g., Word1: king 
 Word2: fort: ""king of fort"". Possible prepositions are: ""of"", ""on"", ""in"", ""for"", ""from"", ""about"", and ""with"".","Word1: spectrum 
 Word2: activity",of
task1346_glue_cola_grammatical_correctness_classification,task1346-7043220f8c454cb0a66b4da483fbccee,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The cake was have eaten.,0
task109_smsspamcollection_spamsmsdetection,task109-5a2c524d773342a68e92785bcfe6b940,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
task089_swap_words_verification,task089-59356d2180b848a9867c83a64e6fd4e5,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A young boy taking a drink the from tap of a bidet,"(7, 8)"
task089_swap_words_verification,task089-5b2df2d47fce4948b74e9899d8460de0,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A dark and bathroom creepy has writing on an otherwise nice mirror,"(4, 5)"
task089_swap_words_verification,task089-04e2f442f6e445f38824e101d94c80ef,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",white A toilet is very close to a beige wall,"(1, 2)"
task089_swap_words_verification,task089-0c2585eba3e64429ac861fc2fccedbc3,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",The lamp on is next to a bed with a quilt,"(3, 4)"
task089_swap_words_verification,task089-68d90675c61a4b749607e4987c3b1e88,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",The are streets empty at night lit only by street lamps,"(2, 3)"
task089_swap_words_verification,task089-26ed510735464949b7b7968a3322d9d9,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Two horses with riders near standing trees and a woman,"(5, 6)"
task1346_glue_cola_grammatical_correctness_classification,task1346-ea65c0a512b9443abd1187a8e46b8cdc,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",It seems Sonny to love Cher.,0
task1346_glue_cola_grammatical_correctness_classification,task1346-a31d81994a9a48adb17752e1cfa50e54,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Mary has never kissed a man taller than John is.,0
task089_swap_words_verification,task089-0af044032d594ab091dbdc589a9f6fb4,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A bedroom painted in yellow and tan a gives cheerful impression,"(8, 9)"
task1346_glue_cola_grammatical_correctness_classification,task1346-57c578915f834157a793da2265e84cbc,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Bill sang himself to sleep.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-31774412a9ed4e29a444e50555faef20,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Kim is fond of Lee.,1
task089_swap_words_verification,task089-5aae366cb9484722b8684f8e59dbc609,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",family A open Christmas presents near a Christmas tree,"(1, 2)"
task089_swap_words_verification,task089-8eaa21cbed8b4f1ca9d6603d403dce72,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Many cows are standing and lying a in field near the ocean,"(7, 8)"
task1346_glue_cola_grammatical_correctness_classification,task1346-9f1bd778931f433282afc0de8f80644c,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",How brave he is tall and!,0
task109_smsspamcollection_spamsmsdetection,task109-1e66bf5e675d48119d7a6b219e2305b1,"In this task, you're given text messages in natural language. Your task is to classify those text messages based on their content into two classes: (1) Spam and (2) Ham messages. If the content of the given message is irrelevant to the receiver or is equally relevant to many other potential recipients then it must be labeled as ‘spam’, otherwise, it should be labeled as ‘ham’.",GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam
task089_swap_words_verification,task089-14a41567568b4ed08a0803cde55b1248,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",nice made salad with vegetables on plate a,"(7, 8)"
task089_swap_words_verification,task089-ddb9116600c14b95a8acf88002744fbb,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A grilled sandwich and french fries on a plate white,"(9, 10)"
task089_swap_words_verification,task089-eb86f93d47ea4dddaecc8676978877b2,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A stack of warp clocks shelf sitting on display,"(5, 6)"
